id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
10-206,A learned behavior is exhibited when a human displays that they can:,"{'text': ['squinting in bright light', 'digesting food in the stomach', 'change a car tire', 'inhaling and exhaling during sleep'], 'label': ['A', 'B', 'C', 'D']}",C,skills are learned characteristics,0.800000011920929,1.600000023841858,52dbc5c7af
10-209,Dogs reproduce differently from,"{'text': ['bears', 'wolves', 'cats', 'earthworms'], 'label': ['A', 'B', 'C', 'D']}",D,different organisms reproduce differently,1.0,1.600000023841858,dc78319bb0
10-210,A light bulb will be lit up if it is all aside from,"{'text': ['turned on', 'on a shelf', 'connected to electricity', 'screwed in'], 'label': ['A', 'B', 'C', 'D']}",B,a light bulb requires electrical energy to produce light,0.800000011920929,1.600000023841858,b356d338b7
10-212,A river rushes and pebbles are smacked around one another until,"{'text': ['they are wet', 'they are clear', 'they are rough', 'they are velvety'], 'label': ['A', 'B', 'C', 'D']}",D,contact between rocks over long periods of time causes rocks to smooth,0.800000011920929,0.20000000298023224,b356d338b7
10-215,A switch turns something on because:,"{'text': ['electrons are made to excite', 'metal closes the circuit', 'the engine needs to run', 'the circuit is opened completely'], 'label': ['A', 'B', 'C', 'D']}",B,pushing a button sometimes completes a circuit,0.800000011920929,2.0,52dbc5c7af
10-217,Limestone is formed by water evaporating from a solution of water and mineral and a hard sedimentary rock used as building material and for making,"{'text': ['lipstick', 'cement', 'lemon-lime soda', 'mineral water'], 'label': ['A', 'B', 'C', 'D']}",B,limestone is formed by water evaporating from a solution of water and minerals,1.0,2.0,3936d56dda
10-218,A person who wants to eat a watermelon may consider spitting out its,"{'text': ['dark pips', 'good taste', 'coco pebbles', 'red fruit'], 'label': ['A', 'B', 'C', 'D']}",A,a berry contains seeds,1.0,2.0,b356d338b7
10-219,A boy wants to feed a gecko so he gives it,"{'text': ['waxworms', 'dog food', 'chickens', 'markers'], 'label': ['A', 'B', 'C', 'D']}",A,lizards eat insects,1.0,2.0,b356d338b7
10-220,in order for an animal to stay healthy it needs to,"{'text': ['consume enough food', 'exercise regularly', 'sleep long hours', 'reproduce'], 'label': ['A', 'B', 'C', 'D']}",A,an animal requires enough nutrients to maintain good health,1.0,0.6000000238418579,9cc91104fa
10-221,"when fuel efficiency increases, gasoline use in cars will","{'text': ['stay the same', 'cause more windstorms', 'increase', 'decrease'], 'label': ['A', 'B', 'C', 'D']}",D,"as mileage per galon of gasoline increases , the amount of gasoline used will decrease",1.0,2.0,6240cdfd8d
10-223,To see evaporation you can wrap,"{'text': ['a metal in plastic', 'a bowl of water in plastic', 'a cat in a bag', 'money in plastic bags'], 'label': ['A', 'B', 'C', 'D']}",B,evaporation causes amount of water to decrease,1.0,1.600000023841858,cee82219a0
10-226,"A tortoise died many years ago, but it is easy to tell that what was left behind was from a tortoise because in the rock there are","{'text': ['muscles', 'skeletal system', 'organs', 'candy pieces'], 'label': ['A', 'B', 'C', 'D']}",B,organisms can be preserved in sedimentary rock,0.8299999833106995,2.0,b356d338b7
10-227,Examples of hypothesis is,"{'text': ['September 11th was a terrorist attack', 'Rain falls from the sky', 'Fish swim in water', 'Drinking sugary drinks daily leads to obesity'], 'label': ['A', 'B', 'C', 'D']}",D,hypothesis means scientific guess about the cause and effect of an event,0.8600000143051147,0.7099999785423279,cee82219a0
10-230,The circulatory system brings oxygen to the body from where?,"{'text': ['brain', 'chest', 'hands', 'stomach'], 'label': ['A', 'B', 'C', 'D']}",B,the circulatory system carries oxygen from the digestive and respiratory systems to the rest of the body,1.0,1.3300000429153442,52dbc5c7af
10-231,"In a contest to see which would win based on size and weight, the winner with more of both would be","{'text': ['moon', 'Earth', 'pebble', 'cat'], 'label': ['A', 'B', 'C', 'D']}",B,the earth has more mass than the moon,1.0,1.6699999570846558,b356d338b7
10-232,A renewable resource you can find on Earth is,"{'text': ['stars', 'Oil', 'sand clay', 'fossil fuels'], 'label': ['A', 'B', 'C', 'D']}",C,a renewable resource can be replaced,1.0,1.600000023841858,cee82219a0
10-233,"Shortly after the moon is in ecliptical longitude with the Sun, one will see","{'text': ['a waning crescent', 'a waxing crescent', 'a waning gibbous', 'a waxing gibbous'], 'label': ['A', 'B', 'C', 'D']}",B,the first quarter phase of the moon occurs after the new moon,1.0,0.0,474293f37c
10-234,A person in space will find a lack of something to drink if they land on,"{'text': ['Mars', 'the earth', 'the moon', 'third planet'], 'label': ['A', 'B', 'C', 'D']}",C,the moon does not contain water,0.800000011920929,0.800000011920929,b356d338b7
10-235,Chlorophyll is good for allowing plants to absorb energy and,"{'text': ['is dry', 'is dead', 'is clear', 'is healthy'], 'label': ['A', 'B', 'C', 'D']}",D,chlorophyll is used for absorbing light energy by plants,1.0,0.800000011920929,b356d338b7
10-236,"A man is at the beach and is napping in the sun. He falls into a deep sleep and forgets to wake up. After hours of this, he","{'text': ['may flood beaches', 'may make whiskey', 'may cease existence', 'may file lawsuit'], 'label': ['A', 'B', 'C', 'D']}",C,if an organism becomes too hot then that organism may die,0.800000011920929,1.2000000476837158,b356d338b7
10-237,A computer needs what to be functional,"{'text': ['money', 'positive ions', 'a mommy', 'youtube'], 'label': ['A', 'B', 'C', 'D']}",B,electric devices require electrical energy to function,1.0,2.0,dc78319bb0
10-238,Places lacking warmth have few what,"{'text': ['biological entities', 'biological weapons', 'cold entities', 'astronomical entities'], 'label': ['A', 'B', 'C', 'D']}",A,cold environments contain few organisms,1.0,1.2000000476837158,0d935542d3
10-239,Several animals flourish in cold temperatures like,"{'text': ['Lizards', 'Terns', 'Antelope', 'Kangaroos'], 'label': ['A', 'B', 'C', 'D']}",B,cold environments contain few organisms,0.800000011920929,0.0,cee82219a0
10-240,If an environment experiences harsh climates,"{'text': ['plants will continue to flourish', 'ponds may dry up', 'tadpoles will mature faster into frogs', 'animals will experience a boom in reproduction'], 'label': ['A', 'B', 'C', 'D']}",B,a greenhouse is used to protect plants by keeping them warm,1.0,2.0,52dbc5c7af
10-244,"A small creek becomes a rushing river after years of heavy rains in a particular location. In addition to the larger water source, there are also greater","{'text': ['rock fights', 'sheep herds', 'bunny rolls', 'speaking deer'], 'label': ['A', 'B', 'C', 'D']}",B,"as the available water in an environment increases , the populations of organisms in that environment will increase",0.8299999833106995,1.0,b356d338b7
10-247,Knowing what to do without ever being taught is known as,"{'text': ['learned', 'found', 'instinctive', 'given'], 'label': ['A', 'B', 'C', 'D']}",C,an animal knows how to do instinctive behaviors when it is born,1.0,1.600000023841858,dc78319bb0
10-250,An observer on Jupiter would encounter localized periods of,"{'text': ['darkness and light', 'constant nuclear fission', 'supernovas', 'black holes'], 'label': ['A', 'B', 'C', 'D']}",A,a planet rotating causes cycles of day and night on that planet,1.0,1.3300000429153442,7c933a44d8
10-251,"when the needle of a compass lines up with Earth 's magnetic poles , the needle is","{'text': ['pointing east', 'pointing west', 'pointing at arctic', 'pointing to space'], 'label': ['A', 'B', 'C', 'D']}",C,"when the needle of a compass lines up with Earth 's magnetic poles , the needle points north",1.0,1.3300000429153442,6240cdfd8d
10-252,"A penguin, while a bird, would avoid living in","{'text': ['a cold pole', 'a zoo', 'a frozen habitat', 'a native forest'], 'label': ['A', 'B', 'C', 'D']}",D,some birds live in forests,1.0,1.0,b356d338b7
10-253,Echo is when sound reflects off of what?,"{'text': ['atmosphere', 'tables', 'surface winds', 'sunlight'], 'label': ['A', 'B', 'C', 'D']}",B,echo is when sound reflects off of a surface,1.0,1.5,1e6dc77bb6
10-255,In order to see water evaporate you could,"{'text': ['make pasta', 'clean the windows', 'drink water', 'dry your hair'], 'label': ['A', 'B', 'C', 'D']}",A,evaporation is a stage in the water cycle process,0.8299999833106995,1.8300000429153442,cee82219a0
10-257,If an object is close then how will that object appear?,"{'text': ['gigantic', 'minute', 'small', 'tiny'], 'label': ['A', 'B', 'C', 'D']}",A,if an object is close then that object will appear large,1.0,1.600000023841858,1e6dc77bb6
10-258,Leaving remain oil supplies alone is a form of,"{'text': ['conservation', 'deliberation', 'transportation', 'pollution'], 'label': ['A', 'B', 'C', 'D']}",A,An example of conservation is not using fossil fuel,1.0,1.600000023841858,dc78319bb0
10-262,A bicycle may be used for,"{'text': ['rain', 'cats', 'coffee grinding', 'elephants'], 'label': ['A', 'B', 'C', 'D']}",C,a bicycle contains screws,0.800000011920929,1.0,cee82219a0
10-265,A person may celebrate an equinox,"{'text': ['biyearly', 'monthly', 'yearly', 'biannually'], 'label': ['A', 'B', 'C', 'D']}",D,an equinox occurs twice per year,0.800000011920929,1.600000023841858,b356d338b7
10-267,"A person cuts down their neighbor's tree without permission. The neighbor who lost the tree is upset, and sues for the cost of the tree, which depends on the age of the tree at the time of cutting. The tree age is determined by","{'text': ['size of branches', 'number of leaves', 'color of roots', 'number of circles'], 'label': ['A', 'B', 'C', 'D']}",D,a tree growing a tree-growth ring occurs once per year,1.0,2.0,b356d338b7
10-268,What decreases in an environment as the amount of rain increases?,"{'text': ['solar light', 'water', 'rivers', 'hydration'], 'label': ['A', 'B', 'C', 'D']}",A,"as the amount of rain increases in an environment , available sunlight will decrease in that environment",1.0,1.2000000476837158,1e6dc77bb6
10-271,"The pressure in air drops very low, so clouds","{'text': ['flood', 'sink', 'precipitate', 'melt'], 'label': ['A', 'B', 'C', 'D']}",C,"as air pressure decreases , the chance of rain will increase",1.0,2.0,b356d338b7
10-272,People can touch something to see if it's,"{'text': ['shiny', 'red', 'striped', 'wrinkled'], 'label': ['A', 'B', 'C', 'D']}",D,touch can be used for detecting texture,1.0,2.0,7189327f06
10-277,The Earth's primary source of both light and heat is,"{'text': ['jupiter', 'the moon', 'a yellow dewarf', 'titan'], 'label': ['A', 'B', 'C', 'D']}",C,the Sun is the star that is closest to Earth,1.0,1.2000000476837158,dc78319bb0
10-278,The level of atom activity where it reaches a moment where the solid state becomes more loose overall is referred to?,"{'text': ['smoothness', 'water fluid', 'liquidity', 'fluid transport'], 'label': ['A', 'B', 'C', 'D']}",C,heat can change the state of matter,1.0,1.0,52dbc5c7af
10-279,"When certain things are shoved together enough, the earth will tremble and shake because of these","{'text': ['trail and error', 'water road', 'dirt collisions', 'wet trail'], 'label': ['A', 'B', 'C', 'D']}",C,tectonic plates being pushed together causes earthquakes,1.0,0.800000011920929,b356d338b7
10-282,Aerial maps represent what feature using dark green?,"{'text': ['the slopes of the Rocky Mountains', 'underwater ocean forests and coral', 'trees packed close together', 'The great northwestern plains'], 'label': ['A', 'B', 'C', 'D']}",C,a dense forest environment is often dark in color,1.0,0.8299999833106995,7c933a44d8
10-283,"As the flower size increases, what will it attract more of?","{'text': ['monarchs', 'grass', 'carnivores', 'toy butterfly'], 'label': ['A', 'B', 'C', 'D']}",A,"as the size of a flower increases , the number of pollinators it will attract increases",1.0,1.0,1e6dc77bb6
10-287,What color is a stick bug?,"{'text': ['brown', 'gray', 'green', 'black'], 'label': ['A', 'B', 'C', 'D']}",A,An example of camouflage is when something has the same color as its environment,1.0,1.7999999523162842,7189327f06
10-288,An example of a true combination of mixed substances is,"{'text': ['corn with butter', 'sand and pebbles', 'cream and coffee', 'dirt and sand'], 'label': ['A', 'B', 'C', 'D']}",C,An example of combining two substances is pouring one substance into the other substance,0.800000011920929,1.7999999523162842,b356d338b7
10-289,Which of the following will help my non-electric lawnmower run?,"{'text': ['UV rays', 'a cloudy day', 'dinosaur remains', 'an AC current'], 'label': ['A', 'B', 'C', 'D']}",C,oil is a source of energy,0.800000011920929,2.0,474293f37c
10-290,An acquired characteristic is,"{'text': [""a jagged raised welt you've had since you fell down the stairs 6 years ago"", ""freckles from your mom's genes"", ""brown, curly hair that resembles your sister's"", ""a large nose just like your dad's""], 'label': ['A', 'B', 'C', 'D']}",A,a scar is an acquired characteristic,0.800000011920929,2.0,a8ecf6eaeb
10-292,What would potentially be attracted to a magnet?,"{'text': ['a zipper', 'a cat', 'a lightbulb', 'a bench'], 'label': ['A', 'B', 'C', 'D']}",A,if something contains a large amount of magnetic material then that something will attract magnets,1.0,2.0,cee82219a0
10-293,Large metropolises can have a huge bedbug,"{'text': ['sport team', 'water bill', 'dating pool', 'infestation'], 'label': ['A', 'B', 'C', 'D']}",D,an ecosystem contains large numbers of living organisms in a particular place,1.0,1.600000023841858,dc78319bb0
10-294,Fibrous tissue contracts to,"{'text': ['show for the ladies', 'rest and repair itself', 'get other muscles out of the way', 'stretch out an arm'], 'label': ['A', 'B', 'C', 'D']}",D,muscles pull bones to move the bones,1.0,1.600000023841858,dc78319bb0
